Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
190	0.9122108524436787	0.8884563896973048	0.8381180223285486	0.8372606360543261	0.8264604810996563	0.8250428816466552	0.6745971484012486	0.8250428816466552
191	0.914312117036859	0.8919104470941778	0.8484848484848485	0.8475100525827405	0.8393782383419689	0.8336192109777015	0.6953329394885644	0.8336192109777015
192	0.9125150501159275	0.8883643161892737	0.8444976076555024	0.8438967466186766	0.8310580204778157	0.8353344768439108	0.68756148981026	0.8353344768439108
193	0.9111397698834078	0.8928362853008448	0.8413078149920256	0.8422658380901499	0.8127035830618893	0.855917667238422	0.6821531650180738	0.855917667238422
194	0.9136180862131991	0.8943217755507787	0.8429027113237639	0.8428563394539268	0.8238255033557047	0.8421955403087479	0.6847114979643409	0.8421955403087479
195	0.9105326526803905	0.8895271486422204	0.8397129186602871	0.8395382841717516	0.8215488215488216	0.8370497427101201	0.6782374252253771	0.8370497427101201
196	0.9185619374579812	0.8986221351028102	0.8476874003189793	0.8473272783510952	0.8322033898305085	0.8421955403087479	0.6941080610266641	0.8421955403087479
197	0.9190668033425957	0.898030011514219	0.8500797448165869	0.8496752242499227	0.8353140916808149	0.8439108061749572	0.6988788040576615	0.8439108061749572
198	0.9187613275288669	0.8998012347492645	0.8492822966507177	0.8490425442173044	0.8327702702702703	0.8456260720411664	0.6973791398634793	0.8456260720411664
199	0.9155186825940137	0.8974100833440338	0.8429027113237639	0.844431009757332	0.8092948717948718	0.8662092624356775	0.6856998908388614	0.8662092624356775
